"","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Engine","Power","Seats","Price","Make","Gama","kmpl","kmpkg","Price.mod2"
"4043","Honda Civic 2006-2010 1.8 V MT","Delhi",2008,72000,"Petrol","Manual","First",1799,130,5,2.5,"Honda","Gama media",13.5,0,0.569402804708514
"4044","Ford Ecosport 1.5 DV5 MT Titanium Optional","Hyderabad",2015,45000,"Diesel","Manual","First",1498,89.84,5,8.9,"Ford","Gama media",22.7,0,0.756083113877806
"4045","Mahindra XUV500 AT W10 AWD","Coimbatore",2018,82739,"Diesel","Automatic","First",2179,140,7,16.77,"Mahindra","Gama alta",16,0,1.36847244048388
"4046","Hyundai Creta 1.6 SX Plus Dual Tone Petrol","Coimbatore",2017,23163,"Petrol","Manual","First",1591,121.3,5,12.03,"Hyundai","Gama media",15.29,0,1.02257741725735
"4047","Toyota Fortuner 4x2 AT","Delhi",2015,92000,"Diesel","Automatic","First",2982,168.5,7,19.75,"Toyota","Gama alta",12.55,0,1.3026142797472
"4048","Hyundai Santa Fe 2WD AT","Bangalore",2014,48000,"Diesel","Automatic","First",2199,194.3,7,16.25,"Hyundai","Gama media",13.01,0,1.10686251327749
"4049","Maruti Alto LXi BSIII","Hyderabad",2006,71993,"Petrol","Manual","First",796,46.3,5,1.8,"Maruti","Gama media",19.7,0,-0.0816669539294954
"4050","Ford Ikon 1.4 TDCi DuraTorq","Bangalore",2009,75000,"Diesel","Manual","First",1399,68,5,1.99,"Ford","Gama media",13.8,0,0.283412822841179
"4051","Maruti Swift Dzire VDi","Hyderabad",2011,81759,"Diesel","Manual","First",1248,73.9,5,4.39,"Maruti","Gama media",19.3,0,0.435908272608782
"4052","Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde","Coimbatore",2016,43252,"Diesel","Automatic","First",2143,204,5,34.18,"Mercedes-Benz","Gama alta",13,0,1.45743193368679
"4053","Maruti Alto LXI","Hyderabad",2007,52195,"Petrol","Manual","First",796,46.3,5,1.75,"Maruti","Gama media",19.7,0,-0.0272715724522333
"4054","Ford Ecosport 1.5 DV5 MT Ambiente","Hyderabad",2014,56549,"Diesel","Manual","First",1498,89.84,5,7.2,"Ford","Gama media",22.7,0,0.701687732400544
"4055","Hyundai Grand i10 CRDi Magna","Delhi",2014,42000,"Diesel","Manual","First",1120,70,5,3.5,"Hyundai","Gama media",24,0,0.570615850666101
"4056","Honda Amaze VX i-DTEC","Hyderabad",2014,74885,"Diesel","Manual","First",1498,98.6,5,5.4,"Honda","Gama media",25.8,0,0.750558829470973
"4057","Maruti Swift Ldi BSIV","Pune",2009,140000,"Diesel","Manual","Second",1248,75,5,2.49,"Maruti","Gama media",17.8,0,0.334878440801062
"4058","Maruti Ertiga ZXI","Pune",2013,82543,"Petrol","Manual","First",1373,93.7,7,5.5,"Maruti","Gama media",16.02,0,0.669389108996328
"4059","Maruti Ritz VDi","Kolkata",2010,47722,"Diesel","Manual","First",1248,73.9,5,1.7,"Maruti","Gama media",21.1,0,0.38151289113152
"4060","Skoda Superb Elegance 1.8 TSI AT","Delhi",2011,78000,"Petrol","Automatic","Second",1798,157.75,5,4.5,"Skoda","Gama media",13.7,0,0.834215551393287
"4061","BMW X1 sDrive 20d Exclusive","Pune",2011,102000,"Diesel","Automatic","First",1995,177,5,13.75,"Bmw","Gama alta",15.06,0,1.11088310574525
"4062","Honda BR-V i-DTEC VX MT","Kochi",2017,32249,"Diesel","Manual","First",1498,98.6,7,10.79,"Honda","Gama media",21.9,0,0.913744973902759
"4063","Hyundai Accent Executive","Jaipur",2010,52325,"Petrol","Manual","First",1495,93.7,5,2,"Hyundai","Gama media",16.36,0,0.506202964564542
"4064","Hyundai Xcent 1.1 CRDi S","Coimbatore",2016,14656,"Diesel","Manual","First",1120,71,5,6.99,"Hyundai","Gama media",24.4,0,0.686857297054324
"4065","Honda Jazz Exclusive CVT","Mumbai",2018,3000,"Petrol","Automatic","First",1199,88.7,5,8.25,"Honda","Gama media",19,0,0.912561411044275
"4066","Honda City i DTEC V","Ahmedabad",2015,77000,"Diesel","Manual","First",1498,98.6,5,6.98,"Honda","Gama media",26,0,0.804954210948234
"4067","Audi Q7 4.2 TDI Quattro Technology","Bangalore",2015,50000,"Diesel","Automatic","First",4134,335.2,7,48,"Audi","Gama alta",11.33,0,1.66388671453679
"4068","Hyundai Xcent 1.1 CRDi S Celebration Edition","Pune",2016,51000,"Diesel","Manual","First",1120,71,5,5.25,"Hyundai","Gama media",24.4,0,0.686857297054324
"4069","Tata Nano Twist XT","Coimbatore",2015,25811,"Petrol","Manual","Second",624,37.5,4,2.13,"Tata","Gama baja",25.4,0,0.179623812626009
"4070","Maruti Celerio ZXI AT Optional","Pune",2016,64000,"Petrol","Automatic","First",998,67.04,5,4.2,"Maruti","Gama media",23.1,0,0.656712153506191
"4071","Hyundai i20 Magna 1.2","Delhi",2015,21000,"Petrol","Manual","First",1197,81.83,5,4.9,"Hyundai","Gama media",18.6,0,0.707030572259014
"4072","Maruti Ritz ZDi","Hyderabad",2014,60000,"Diesel","Manual","First",1248,73.94,5,4.35,"Maruti","Gama media",23.2,0,0.599378651016661
"4073","Volkswagen Polo Diesel Trendline 1.2L","Hyderabad",2012,72003,"Diesel","Manual","First",1199,73.9,5,3.9,"Volkswagen","Gama media",22.07,0,0.490303654086044
"4074","Hyundai i20 1.2 Magna","Mumbai",2011,52359,"Petrol","Manual","First",1197,80,5,3.25,"Hyundai","Gama media",18.5,0,0.477568989724545
"4075","BMW 6 Series 640d Coupe","Mumbai",2013,30000,"Diesel","Automatic","First",2993,313,4,45,"Bmw","Gama alta",9.52,0,1.51910264201688
"4076","Toyota Innova Crysta 2.8 ZX AT","Ahmedabad",2016,42388,"Diesel","Automatic","First",2755,171.5,7,18,"Toyota","Gama alta",11.36,0,1.36627927311391
"4077","Maruti Wagon R VXI Minor","Chennai",2010,134000,"Petrol","Manual","Second",1061,67,5,1.65,"Maruti","Gama media",18.9,0,0.33002636754289
"4078","Toyota Etios Petrol TRD Sportivo","Chennai",2013,67620,"Petrol","Manual","Second",1496,88.8,5,4.2,"Toyota","Gama alta",17.6,0,0.857365894230349
"4079","Hyundai Verna 1.6 SX CRDi (O)","Chennai",2012,45000,"Diesel","Manual","First",1582,126.32,5,6.25,"Hyundai","Gama media",22.32,0,0.771900796536883
"4080","Volkswagen Vento Petrol Highline","Pune",2011,57328,"Petrol","Manual","First",1598,103.6,5,3.39,"Volkswagen","Gama media",15.04,0,0.613355448444947
"4081","Hyundai i10 Sportz","Bangalore",2010,36000,"Petrol","Manual","Second",1197,78.9,5,3.25,"Hyundai","Gama media",20.36,0,0.415901109286232
"4082","Chevrolet Sail LT ABS","Kolkata",2014,45000,"Diesel","Manual","First",1248,74,5,2.48,"Chevrolet","Gama baja",22.1,0,0.482263317345396
"4083","Hyundai Verna 1.6 CRDI","Coimbatore",2016,37882,"Diesel","Manual","First",1582,126.3,5,9.19,"Hyundai","Gama media",22.32,0,0.989399151774392
"4084","Ford Fiesta 1.4 Duratec EXI Limited Edition","Chennai",2010,107000,"Petrol","Manual","First",1388,68,5,2.6,"Ford","Gama media",16.6,0,0.337808204318441
"4085","Honda City i VTEC V","Kochi",2015,63818,"Petrol","Manual","First",1497,117.3,5,6.57,"Honda","Gama media",17.4,0,0.896173457611725
"4086","Hyundai Grand i10 Magna","Jaipur",2016,22000,"Petrol","Manual","First",1197,82,5,4.25,"Hyundai","Gama media",18.9,0,0.762516046830334
"4087","Chevrolet Beat LT","Kolkata",2010,30000,"Petrol","Manual","First",1199,79.4,5,1.6,"Chevrolet","Gama baja",18.6,0,0.301677881634349
"4088","Honda Accord 2.4 Inspire M/T","Mumbai",2012,42000,"Petrol","Manual","First",2354,180,5,6.25,"Honda","Gama media",9.8,0,0.957917124393906
"4089","Land Rover Discovery Sport TD4 HSE","Delhi",2016,77000,"Diesel","Automatic","First",2179,147.5,5,35,"Land Rover","Gama alta",12.63,0,1.28709299455257
"4090","Mahindra XUV500 W8 1.99 mHawk","Delhi",2016,81177,"Diesel","Manual","First",1997,140,7,11.25,"Mahindra","Gama alta",16,0,1.25968167752936
"4091","Hyundai EON 1.0 Magna Plus Option O","Kochi",2017,30711,"Petrol","Manual","First",998,68.05,5,4.45,"Hyundai","Gama media",20.3,0,0.718961956539945
"4092","Toyota Innova Crysta 2.4 ZX MT","Pune",2017,43000,"Diesel","Manual","First",2393,147.8,7,18.65,"Toyota","Gama alta",13.68,0,1.34255562538109
"4093","Maruti Esteem Vxi - BSIII","Chennai",2007,30441,"Petrol","Manual","First",1298,85,5,1.45,"Maruti","Gama media",15.9,0,0.291831417903714
"4094","Hyundai Elantra CRDi","Ahmedabad",2008,58005,"Diesel","Manual","Second",1991,112.2,5,4.25,"Hyundai","Gama media",14.9,0,0.492056859986331
"4095","Mahindra Xylo D4 BS III","Hyderabad",2016,132000,"Diesel","Manual","First",2489,93.7,7,5.5,"Mahindra","Gama alta",14.95,0,1.04876479675478
"4096","Hyundai i20 1.4 CRDi Sportz","Hyderabad",2015,68525,"Diesel","Manual","First",1396,90,5,7,"Hyundai","Gama media",23,0,0.757017748243626
"4097","Hyundai i10 Magna 1.2","Kochi",2013,46821,"Petrol","Manual","First",1197,78.9,5,3.42,"Hyundai","Gama media",20.36,0,0.579087253718018
"4098","Nissan Micra Diesel XV","Kolkata",2011,39002,"Diesel","Manual","First",1461,63.1,5,2.85,"Nissan","Gama media",23.08,0,0.352920672794162
"4099","Tata Hexa XTA","Jaipur",2016,39000,"Diesel","Automatic","First",2179,153.86,7,13.5,"Tata","Gama baja",17.6,0,0.975536049521281
"4100","Honda Accord 2001-2003 2.3 VTi L AT","Bangalore",2010,84000,"Petrol","Automatic","Second",2354,142,5,6.5,"Honda","Gama media",11.1,0,0.724570528772818
"4101","Ford Figo Diesel Titanium","Mumbai",2014,33000,"Diesel","Manual","Second",1399,68.05,5,3.25,"Ford","Gama media",20,0,0.555775812108159
"4102","Honda City 1.5 S AT","Kochi",2014,56838,"Petrol","Automatic","First",1497,118,5,5.15,"Honda","Gama media",16.8,0,0.844903330254322
"4103","Maruti Omni E MPI STD BS IV","Kochi",2019,11571,"Petrol","Manual","First",796,34.2,8,3.8,"Maruti","Gama media",16.8,0,0.466361855335216
"4104","Hyundai i20 Asta Option 1.2","Mumbai",2015,37000,"Petrol","Manual","Second",1197,81.83,5,5.25,"Hyundai","Gama media",18.6,0,0.707030572259014
"4105","Maruti Swift Dzire VXI","Bangalore",2013,38623,"Petrol","Manual","First",1197,85.8,5,5,"Maruti","Gama media",19.1,0,0.623124252118113
"4106","Ford Figo Petrol EXI","Bangalore",2010,78400,"Petrol","Manual","Second",1196,70,5,2.75,"Ford","Gama media",15.6,0,0.353034324757053
"4107","Maruti Alto 800 2016-2019 VXI","Coimbatore",2018,26234,"Petrol","Manual","First",796,47.3,5,4.29,"Maruti","Gama media",24.7,0,0.582301648614118
"4108","Honda Brio S MT","Coimbatore",2016,14821,"Petrol","Manual","First",1198,86.8,5,5.37,"Honda","Gama media",19.4,0,0.792396957991201
"4109","Hyundai Grand i10 CRDi Magna","Kochi",2016,52625,"Diesel","Manual","First",1120,70,5,4.58,"Hyundai","Gama media",24,0,0.679406613620625
"4110","Toyota Innova 2.5 VX (Diesel) 7 Seater","Jaipur",2014,105044,"Diesel","Manual","First",2494,100.6,7,10.75,"Toyota","Gama alta",12.99,0,0.977296204640986
"4111","Hyundai i20 Asta 1.2","Bangalore",2014,31045,"Petrol","Manual","Second",1197,81.83,5,5.65,"Hyundai","Gama media",18.6,0,0.652635190781752
"4112","Mercedes-Benz GL-Class 350 CDI Blue Efficiency","Delhi",2016,16000,"Diesel","Automatic","First",2987,254.8,7,56,"Mercedes-Benz","Gama alta",11.3,0,1.57422915800283
"4113","Hyundai Creta 1.6 VTVT S","Pune",2016,26000,"Petrol","Manual","First",1591,121.3,5,12.5,"Hyundai","Gama media",15.29,0,0.968182035780086
"4114","BMW X6 xDrive30d","Coimbatore",2014,39626,"Diesel","Automatic","First",2993,241,4,40.66,"Bmw","Gama alta",11.2,0,1.43619062926311
"4115","BMW 7 Series 730Ld Sedan","Mumbai",2007,75000,"Diesel","Automatic","Second",2993,258,5,9.5,"Bmw","Gama alta",16.46,0,1.09122637142472
"4116","Maruti Vitara Brezza ZDi","Coimbatore",2018,64456,"Diesel","Manual","First",1248,88.5,5,10.46,"Maruti","Gama media",24.3,0,0.911375712177352
"4117","Toyota Corolla Altis D-4D J","Kolkata",2015,45000,"Diesel","Manual","First",1364,87.2,5,7.35,"Toyota","Gama alta",21.43,0,0.956606132715532
"4118","Audi Q7 3.0 TDI Quattro Premium Plus","Coimbatore",2016,31075,"Diesel","Automatic","Second",2967,241.4,7,49.79,"Audi","Gama alta",12.07,0,1.54585247761628
"4119","Hyundai Verna 1.6 CRDI","Jaipur",2011,72000,"Diesel","Manual","First",1582,126.3,5,5,"Hyundai","Gama media",22.32,0,0.717422244388082
"4120","Maruti Swift VXI BSIV","Mumbai",2008,69000,"Petrol","Manual","Second",1197,81.8,5,2.15,"Maruti","Gama media",20.4,0,0.326070297488348
"4121","Tata Manza Aura Safire","Kolkata",2010,40000,"Petrol","Manual","First",1368,90,5,1.35,"Tata","Gama baja",15,0,0.367499444400757
"4122","Maruti Ritz LDi","Bangalore",2016,120000,"Diesel","Manual","First",1248,73.94,5,3.65,"Maruti","Gama media",23.2,0,0.708169413971185
"4123","Hyundai Elantra CRDi S","Ahmedabad",2015,65000,"Diesel","Manual","First",1582,126.2,5,7.75,"Hyundai","Gama media",22.7,0,0.934587719285277
"4124","Hyundai Santa Fe 4X2","Jaipur",2013,74000,"Diesel","Manual","First",2199,194.3,7,12.25,"Hyundai","Gama media",14.66,0,1.05246713180023
"4125","BMW 3 Series 320d Luxury Line","Hyderabad",2013,30000,"Diesel","Automatic","First",1995,184,5,22,"Bmw","Gama alta",18.88,0,1.24004678589872
"4126","Honda Jazz VX Diesel","Hyderabad",2017,17151,"Diesel","Manual","First",1498,98.6,5,8.4,"Honda","Gama media",27.3,0,0.913744973902759
"4127","Volkswagen Polo 1.2 MPI Highline","Mumbai",2015,27000,"Petrol","Manual","First",1198,74,5,4.35,"Volkswagen","Gama media",16.47,0,0.654200095279217
"4128","Mitsubishi Pajero Sport 4X4","Jaipur",2014,70000,"Diesel","Manual","Second",2477,175.56,7,11.85,"Mitsubishi","Gama alta",13.5,0,1.26977843496185
"4129","Toyota Fortuner 3.0 Diesel","Hyderabad",2010,193254,"Diesel","Manual","First",2982,171,7,12.99,"Toyota","Gama alta",11.5,0,1.03837336454771
"4130","Volkswagen Polo 1.2 MPI Highline","Coimbatore",2014,72465,"Petrol","Manual","First",1198,74,5,5.9,"Volkswagen","Gama media",16.47,0,0.599804713801955
"4131","Maruti Ertiga VDI","Kochi",2018,51236,"Diesel","Manual","First",1248,88.5,7,8.49,"Maruti","Gama media",25.47,0,0.911375712177352
"4132","Honda City 1.5 S MT","Kolkata",2011,125000,"Petrol","Manual","First",1497,118,5,3.25,"Honda","Gama media",17,0,0.681717185822536
"4133","Maruti Eeco 5 STR With AC Plus HTR CNG","Mumbai",2018,20000,"CNG","Manual","First",1196,73,5,4.5,"Maruti","Gama media",0,15.1,0.810239675387413
"4134","Hyundai Grand i10 CRDi Magna","Hyderabad",2014,73042,"Diesel","Manual","First",1120,70,5,3.99,"Hyundai","Gama media",24,0,0.570615850666101
"4135","Maruti Baleno Sigma 1.2","Mumbai",2017,15544,"Petrol","Manual","First",1197,83.1,5,5.65,"Maruti","Gama media",21.4,0,0.823910814888201
"4136","Hyundai i20 2015-2017 Asta 1.2","Pune",2016,6800,"Petrol","Manual","First",1197,81.83,5,7.2,"Hyundai","Gama media",18.6,0,0.761425953736276
"4137","Maruti Swift Dzire VDI Optional","Pune",2016,23000,"Diesel","Manual","First",1248,74,5,7.05,"Maruti","Gama media",26.59,0,0.708595476756479
"4138","Hyundai i20 Sportz 1.4 CRDi","Bangalore",2013,60000,"Diesel","Manual","First",1396,88.76,5,5.45,"Hyundai","Gama media",21.9,0,0.640939692023807
"4139","Honda City i VTEC SV","Kochi",2016,36367,"Petrol","Manual","First",1497,117.3,5,7.73,"Honda","Gama media",17.8,0,0.950568839088987
"4140","Ford Ecosport 1.5 Ti VCT MT Titanium","Coimbatore",2015,28232,"Petrol","Manual","Second",1499,110,5,7.72,"Ford","Gama media",15.8,0,0.862422915677015
"4141","Nissan Terrano XL D Option","Kochi",2015,58817,"Diesel","Manual","First",1461,83.14,5,6.25,"Nissan","Gama media",19.87,0,0.71537282594
"4142","Maruti Dzire AMT ZDI Plus","Hyderabad",2017,28226,"Diesel","Automatic","First",1248,73.75,5,9.15,"Maruti","Gama media",28.4,0,0.761213312121099
"4143","Maruti Wagon R VXI","Mumbai",2014,43628,"Petrol","Manual","First",998,67.04,5,3.16,"Maruti","Gama media",22.5,0,0.547921390551667
"4144","Hyundai i10 Sportz 1.2","Kolkata",2009,40000,"Petrol","Manual","First",1197,78.9,5,1.7,"Hyundai","Gama media",20.36,0,0.36150572780897
"4145","Chevrolet Enjoy Petrol LS 7 Seater","Mumbai",2014,18000,"Petrol","Manual","First",1399,98.82,7,3.35,"Chevrolet","Gama baja",13.7,0,0.634188116940413
"4146","Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance","Bangalore",2011,25000,"Petrol","Automatic","Second",1796,185,5,22,"Mercedes-Benz","Gama alta",12.3,0,1.13410299129596
"4147","Maruti Vitara Brezza ZDi Plus","Kochi",2017,38426,"Diesel","Manual","First",1248,88.5,5,9.13,"Maruti","Gama media",24.3,0,0.85698033070009
"4148","Mercedes-Benz New C-Class C 220 CDI BE Avantgare","Chennai",2011,90000,"Diesel","Automatic","First",2143,167.62,5,13.9,"Mercedes-Benz","Gama alta",14.84,0,1.08228234501908
"4149","Nissan Micra XV CVT","Chennai",2013,89000,"Petrol","Automatic","Second",1198,76,5,2.8,"Nissan","Gama media",19.34,0,0.559417212460736
"4150","Maruti Ciaz VDi Plus SHVS","Hyderabad",2015,67048,"Diesel","Manual","First",1248,88.5,5,7.9,"Maruti","Gama media",28.09,0,0.748189567745566
"4151","Mahindra Xylo E8 BS IV","Mumbai",2011,130000,"Diesel","Manual","First",2498,112,8,2.75,"Mahindra","Gama alta",14,0,0.870495412125988
"4152","Hyundai Elantra CRDi SX AT","Mumbai",2013,51000,"Diesel","Automatic","First",1582,126.24,5,8.75,"Hyundai","Gama media",19.5,0,0.825963416283026
"4153","Mahindra Xylo D2 BS III","Ahmedabad",2010,91596,"Diesel","Manual","First",2489,93.7,7,1.85,"Mahindra","Gama alta",14.95,0,0.722392507891207
"4154","Honda City i DTec V","Coimbatore",2016,60805,"Diesel","Manual","First",1498,98.6,5,8.07,"Honda","Gama media",26,0,0.859349592425497
"4155","Hyundai i20 Magna Optional 1.4 CRDi","Ahmedabad",2012,55362,"Diesel","Manual","First",1396,88.8,5,4.25,"Hyundai","Gama media",21.9,0,0.586780969426422
"4156","Mercedes-Benz M-Class ML 350 4Matic","Bangalore",2015,20000,"Diesel","Automatic","First",2987,165,5,47.35,"Mercedes-Benz","Gama alta",0,0,1.29158883559973
"4157","Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Coimbatore",2018,27467,"Diesel","Automatic","First",2143,167.62,5,39.05,"Mercedes-Benz","Gama alta",19.27,0,1.46305001535991
"4158","Ford Figo Diesel Titanium","Kolkata",2012,60000,"Diesel","Manual","First",1399,68,5,2.1,"Ford","Gama media",20,0,0.446598967272965
"4159","Honda Jazz 1.2 SV i VTEC","Kochi",2018,18664,"Petrol","Manual","First",1199,88.7,5,7.56,"Honda","Gama media",18.7,0,0.912561411044275
"4160","Hyundai Creta 1.6 CRDi AT SX Plus","Ahmedabad",2016,55100,"Diesel","Automatic","First",1582,126.2,5,12,"Hyundai","Gama media",17.01,0,0.988983100762539
"4161","Hyundai Creta 1.6 CRDi SX Option","Ahmedabad",2015,61786,"Diesel","Manual","First",1582,126.2,5,10.5,"Hyundai","Gama media",19.67,0,0.934587719285277
"4162","Volkswagen Ameo 1.2 MPI Highline","Coimbatore",2018,35569,"Petrol","Manual","First",1198,73.75,5,7.27,"Volkswagen","Gama media",17,0,0.815608693598361
"4163","Honda City 1.5 V MT","Pune",2014,48094,"Petrol","Manual","First",1497,118,5,7.25,"Honda","Gama media",17,0,0.844903330254322
"4164","Honda City i VTEC SV","Mumbai",2015,27030,"Petrol","Manual","First",1497,117.3,5,6.75,"Honda","Gama media",17.8,0,0.896173457611725
"4165","Audi A4 2.0 TFSI","Mumbai",2011,38000,"Petrol","Automatic","First",1984,132,5,12,"Audi","Gama alta",10.8,0,0.956797951673623
"4166","Hyundai Verna 1.6 SX VTVT","Pune",2013,41500,"Petrol","Manual","Second",1591,121.3,5,5,"Hyundai","Gama media",17.01,0,0.8049958913483
"4167","Maruti Ritz VDi","Hyderabad",2012,85112,"Diesel","Manual","First",1248,73.94,5,3.39,"Maruti","Gama media",23.2,0,0.490587888062137
"4168","Maruti Ciaz VDi Plus SHVS","Mumbai",2016,38151,"Diesel","Manual","First",1248,88.5,5,7.65,"Maruti","Gama media",28.09,0,0.802584949222828
"4169","Toyota Corolla 1.8 J","Kolkata",2009,60000,"Petrol","Manual","First",1798,138,5,2.25,"Toyota","Gama alta",14.53,0,0.87135611600366
"4170","Honda Amaze SX i-DTEC","Kolkata",2014,45044,"Diesel","Manual","First",1498,98.6,5,3.7,"Honda","Gama media",25.8,0,0.750558829470973
"4171","Maruti Ciaz VXi Plus","Mumbai",2015,51579,"Petrol","Manual","First",1373,91.1,5,5.95,"Maruti","Gama media",20.73,0,0.763398730222789
"4172","Ford Ecosport 1.0 Ecoboost Platinum Edition","Mumbai",2017,15000,"Petrol","Manual","First",999,123.24,5,8,"Ford","Gama media",18.88,0,1.03091171239162
"4173","BMW 7 Series 730Ld Sedan","Chennai",2010,58000,"Diesel","Automatic","First",2993,258,5,31,"Bmw","Gama alta",16.46,0,1.25441251585651
"4174","Mercedes-Benz New C-Class C 220 CDI Avantgarde","Mumbai",2010,49000,"Diesel","Automatic","First",2143,170,5,8.95,"Mercedes-Benz","Gama alta",19.27,0,1.03529262624423
"4175","Hyundai Getz GLE","Hyderabad",2007,58307,"Petrol","Manual","First",1341,83,5,1.95,"Hyundai","Gama media",15.3,0,0.279324532399186
"4176","Toyota Etios Liva G","Pune",2014,80102,"Petrol","Manual","First",1197,78.9,5,3.5,"Toyota","Gama alta",17.71,0,0.849672178521945
"4177","Ford EcoSport 1.5 Ti VCT AT Titanium","Hyderabad",2016,60924,"Petrol","Automatic","First",1499,110.4,5,8.3,"Ford","Gama media",15.63,0,0.918724885000771
"4178","Renault KWID 1.0 RXT Optional","Kochi",2018,18335,"Petrol","Manual","First",999,67,5,4.5,"Renault","Gama media",21.7,0,0.765189419360986
"4179","Chevrolet Aveo 1.4 LS","Kolkata",2007,42000,"Petrol","Manual","First",1399,92.7,5,0.75,"Chevrolet","Gama baja",14.49,0,0.219839485754219
"4180","Chevrolet Beat Diesel LT","Chennai",2012,81000,"Diesel","Manual","First",936,56.3,5,2.5,"Chevrolet","Gama baja",25.44,0,0.229880739067978
"4181","Audi A4 2.0 TDI Premium Sport Limited Edition","Coimbatore",2015,44811,"Diesel","Automatic","First",1968,174.33,5,25.81,"Audi","Gama alta",17.11,0,1.32048078238461
"4182","Toyota Fortuner 4x2 4 Speed AT","Jaipur",2015,94000,"Diesel","Automatic","First",2982,169,7,20.5,"Toyota","Gama alta",11.5,0,1.30417061977471
"4183","Maruti Ciaz ZXi","Coimbatore",2016,41810,"Petrol","Manual","First",1373,91.1,5,7.11,"Maruti","Gama media",20.73,0,0.817794111700051
"4184","Maruti Ciaz Alpha","Kochi",2018,38394,"Petrol","Manual","First",1462,103.25,5,9.18,"Maruti","Gama media",21.56,0,0.99234557267314
"4185","Maruti Swift ZXI","Mumbai",2016,19000,"Petrol","Manual","First",1197,81.8,5,5.55,"Maruti","Gama media",20.4,0,0.761233349306445
"4186","Volkswagen Polo Diesel Comfortline 1.2L","Delhi",2012,74000,"Diesel","Manual","Second",1199,73.9,5,2.65,"Volkswagen","Gama media",22.07,0,0.490303654086044
"4187","Nissan Sunny 2011-2014 XL AT Special Edition","Chennai",2015,27000,"Petrol","Automatic","First",1498,99.6,5,6.75,"Nissan","Gama media",17.97,0,0.810254602796273
"4188","Honda City i DTEC V","Hyderabad",2016,53000,"Diesel","Manual","First",1498,98.6,5,9.75,"Honda","Gama media",26,0,0.859349592425497
"4189","Maruti Swift AMT DDiS VDI","Chennai",2018,11000,"Diesel","Manual","First",1248,74,5,8,"Maruti","Gama media",28.4,0,0.817386239711003
"4190","Hyundai i20 Asta Option 1.2","Mumbai",2015,25000,"Petrol","Manual","First",1197,81.83,5,5.65,"Hyundai","Gama media",18.6,0,0.707030572259014
"4191","Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus","Jaipur",2014,65000,"Diesel","Automatic","Second",1968,174.33,5,21.5,"Audi","Gama alta",15.73,0,1.26608540090734
"4192","Hyundai Elite i20 Petrol Sportz","Delhi",2016,13460,"Petrol","Manual","First",1197,81.86,5,6.45,"Hyundai","Gama media",18.6,0,0.761618487567622
"4193","Mitsubishi Pajero Sport Anniversary Edition","Kolkata",2014,39163,"Diesel","Manual","First",2477,178,7,14.7,"Mitsubishi","Gama alta",13.5,0,1.2770284939197
"4194","Maruti Baleno Delta 1.2","Coimbatore",2018,25093,"Petrol","Manual","First",1197,83.1,5,7.76,"Maruti","Gama media",21.4,0,0.878306196365463
"4195","Mahindra Bolero DI BSII","Chennai",2006,82453,"Diesel","Manual","First",2523,63,8,2.9,"Mahindra","Gama alta",13.6,0,0.296300216767644
"4196","Honda City i VTEC VX Option","Mumbai",2015,42366,"Petrol","Manual","First",1497,117.3,5,7.75,"Honda","Gama media",17.8,0,0.896173457611725
"4197","Maruti SX4 ZXI AT Leather","Mumbai",2009,77652,"Petrol","Automatic","First",1586,103.2,5,2.85,"Maruti","Gama media",12.6,0,0.502532712453454
"4198","Maruti Swift Dzire VXi","Pune",2010,49900,"Petrol","Manual","Second",1298,85.8,5,3.3,"Maruti","Gama media",17.5,0,0.459938107686327
"4199","Maruti Ertiga ZDI","Chennai",2012,40000,"Diesel","Manual","First",1248,88.8,7,7,"Maruti","Gama media",20.77,0,0.586780969426422
"4200","Mercedes-Benz GLE 350d","Coimbatore",2017,29819,"Diesel","Automatic","First",2987,254.79,5,61.29,"Mercedes-Benz","Gama alta",11.57,0,1.62860392430417
"4201","Toyota Corolla Altis G","Chennai",2008,86000,"Petrol","Manual","Second",1798,138.1,5,3.5,"Toyota","Gama alta",14.53,0,0.817341223043581
"4202","Skoda Rapid 1.6 MPI AT Style Black Package","Mumbai",2017,10500,"Petrol","Automatic","First",1598,103.52,5,8.9,"Skoda","Gama media",14.3,0,0.939321971065859
"4203","Chevrolet Enjoy Petrol LS 7 Seater","Kochi",2015,25648,"Petrol","Manual","First",1399,98.82,7,4.29,"Chevrolet","Gama baja",13.7,0,0.688583498417675
"4204","Mercedes-Benz E-Class 2015-2017 E250 Edition E","Bangalore",2017,33900,"Diesel","Automatic","First",2143,204,5,37,"Mercedes-Benz","Gama alta",15,0,1.51182731516406
"4205","Mercedes-Benz GLC 220d Celebration Edition","Kochi",2017,26192,"Diesel","Automatic","First",2143,168,5,40.47,"Mercedes-Benz","Gama alta",17.9,0,1.40984407758561
"4206","Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde","Jaipur",2013,60000,"Diesel","Automatic","First",2148,170,5,27,"Mercedes-Benz","Gama alta",10,0,1.19847877067602
